% # columns=["iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=241947, Sat Nov 26 20:14:25 2016
0 1 1 0 0 1.00000001665 1.00000024487 1.00000011006 0.999999897712 0.999999904814 1.00000000676
1 10 0.953189945683 0 0 0.921880395691 0.925793238121 0.92452915947 0.952077489002 1.024973522 0.926068204686
2 19 0.893937714024 0 0 0.836265482355 0.843688412155 0.861641588773 0.86513539525 0.94762482788 0.847245309125
3 28 0.788746173183 0 0 0.748881007104 0.717028280968 0.735489339152 0.743722142076 0.837289013559 0.724628786967
4 37 0.906595087955 0 0 0.855664343989 0.808948805485 0.910801092229 0.836387121888 1.06731604242 0.840044114045
5 46 0.819022357881 0 0 0.757957097201 0.733081062853 0.799181525377 0.730966312994 0.943396106738 0.737832252224
6 55 0.776109871434 0 0 0.711684059295 0.685490228042 0.765660814019 0.705314769039 0.863147206845 0.699584214576
7 64 0.686741013252 0 0 0.610131022014 0.593174608663 0.672752790609 0.610563333238 0.776179352746 0.616522864268
8 73 0.64207971429 0 0 0.605940530342 0.538647552674 0.610292269744 0.549078850273 0.725932606253 0.555875294139
9 82 0.615449315983 0 0 0.580477164737 0.518080660578 0.575311169138 0.513256095893 0.699818197723 0.520175613275
10 91 0.609805660558 0 0 0.559399232722 0.497660861476 0.549146257833 0.53009773125 0.707988079398 0.495260522753
11 100 0.624385895598 0 0 0.553248003718 0.500763843732 0.561922309971 0.526846286486 0.758712963577 0.493363631662
12 109 0.705951706336 0 0 0.665322771961 0.593158607951 0.686382796564 0.58408973953 0.839915664943 0.540739365857
13 118 0.714162385283 0 0 0.666172771886 0.604348767383 0.681115420686 0.585904850477 0.837266672762 0.58852202254
14 127 0.71254371801 0 0 0.651368377735 0.610772890837 0.65388949737 0.615904859482 0.83693483769 0.575990415038
15 136 0.676375067811 0 0 0.600544033657 0.556831592535 0.59887994727 0.592779961159 0.799163319975 0.538248985804
16 145 0.660619380865 0 0 0.590733722011 0.541790333897 0.594300333534 0.566105091815 0.760142449763 0.518042290661
17 154 0.553002242243 0 0 0.479626050451 0.442778485894 0.485359707532 0.468357672286 0.63059550739 0.443849852827
18 163 0.506814447094 0 0 0.428491930955 0.402381099956 0.428285222926 0.416768507374 0.562510368279 0.40558278372
19 172 0.467700432102 0 0 0.392375964524 0.370823684131 0.387103649432 0.372040953059 0.527775861207 0.365854081776
20 181 0.422606355863 0 0 0.348194284874 0.326606243839 0.342347004606 0.330768243244 0.464680652594 0.323304376737
21 190 0.440871474305 0 0 0.359318771197 0.333384858573 0.349330626255 0.342786920105 0.510970279776 0.333453941994
22 199 0.417818408509 0 0 0.344324045782 0.304738402949 0.335947436311 0.316626095636 0.47408776945 0.306683243458
23 208 0.389714067934 0 0 0.311437258472 0.27652530757 0.323287873494 0.288178891168 0.449659860111 0.276013788635
