% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=291641, Sat Nov 26 16:28:30 2016
1 7 0.960784217179 1.0 -0.796261838385 -7.9626183838472808e-01 -0.706537855694 -0.599191218311 1.0 1.0
2 13 0.816302562275 1.17713273799 -0.948231015247 -9.2586258476908745e-01 -0.579827698839 -0.948231015247 1.0 1.0
3 19 0.602903488658 1.27005621056 -0.948231015247 -7.9974931146055406e-01 -0.715228698713 -0.662880594498 0.491184871802 0.491184871802
4 25 0.463830601864 1.27584231749 -0.948231015247 -8.5547553012228472e-01 -0.630733602515 -0.601982133494 0.491184871802 0.491184871802
5 31 0.46508317018 1.34520426893 -0.948231015247 -8.9509944908496886e-01 -0.515442630011 0.0 0.491184871802 0.491184871802
6 37 0.608998861803 1.65442701178 -0.948231015247 -8.2711768434128807e-01 -0.731199353966 -0.668638920481 0.491184871802 0.491184871802
7 43 0.490548205411 2.20850090266 -0.948231015247 -9.4155098340092991e-01 -0.79051797639 -0.708373697716 0.491184871802 0.491184871802
8 49 0.357684482038 2.43973749693 -0.948231015247 -9.2817838966938737e-01 -0.691824317233 -0.583309539725 0.491184871802 0.491184871802
9 55 0.284097088722 2.80962351485 -0.955658803377 -9.5565880337689391e-01 -0.691778871652 0.0 0.491184871802 0.491184871802
10 61 0.284797236093 2.78666653398 -0.955658803377 -8.6985756648078461e-01 -0.738277387566 -0.593563669418 0.491184871802 0.491184871802
11 67 0.284966925633 3.02362476418 -0.955658803377 -7.7364465197337973e-01 -0.651472299491 -0.605710138607 0.491184871802 0.491184871802
12 73 0.411905106584 3.69196285486 -0.955658803377 -8.8876266226843592e-01 -0.668154897759 -0.393163082458 0.491184871802 0.491184871802
13 79 0.557574957872 5.69804275175 -0.955658803377 -9.2438496548955418e-01 -0.68273430221 -0.578768391479 0.491184871802 0.491184871802
14 85 0.560503569295 6.06046717868 -0.963562455595 -9.6356245559483267e-01 -0.758511356307 0.0 0.491184871802 0.491184871802
15 91 0.569629662489 6.16136515218 -0.963562455595 -8.7408929128416313e-01 -0.757702454961 0.0 0.491184871802 0.491184871802
16 97 0.585681188039 5.42911311007 -0.976760540086 -9.7676054008580293e-01 -0.581042058176 0.0 0.491184871802 0.491184871802
17 103 0.691559193167 6.24292247994 -0.976760540086 -9.1427002456389594e-01 -0.704736748969 -0.604101115523 0.491184871802 0.491184871802
18 109 0.617171920012 7.22069648646 -0.976760540086 -8.3842462877330859e-01 -0.767319634999 -0.95119062955 0.491184871802 0.491184871802
19 115 0.543436793966 6.45456271818 -1.01297268284 -1.0129726828378589e+00 -0.832762206934 -0.573321631423 0.491184871802 0.491184871802
20 121 0.604189875743 7.12131500237 -1.01297268284 -9.1757443580320441e-01 -0.694744537313 -0.529128959328 0.491184871802 0.491184871802
21 127 0.485018396515 6.78799041768 -1.01297268284 -9.7873859840491395e-01 -0.750930028591 -0.716801723911 0.491184871802 0.491184871802
22 133 0.543577799817 6.75635351785 -1.01297268284 -7.7774308979312323e-01 -0.646368385308 -0.451053003218 0.491184871802 0.491184871802
23 139 0.410288212012 8.54313573794 -1.01297268284 -8.6425588509518814e-01 -0.751829262174 0.0 0.491184871802 0.491184871802
24 145 0.330071913976 8.68525494913 -1.01297268284 -9.0183672646105406e-01 -0.694658382775 -0.626430157588 0.491184871802 0.491184871802
25 151 0.287100486462 8.47798838709 -1.13742188908 -1.1374218890846206e+00 -0.721002676781 -0.598059415094 0.491184871802 0.491184871802
26 157 0.289304278026 7.98179920658 -1.16964708528 -1.1696470852758494e+00 -0.934342982245 -0.632705956042 0.491184871802 0.491184871802
27 163 0.384180435383 6.79166023637 -1.16964708528 -1.1006065565811902e+00 -0.603963108944 -0.420433510315 0.491184871802 0.491184871802
28 169 0.425596539503 8.79666795822 -1.16964708528 -9.9216581397266390e-01 -0.654964319045 0.0 0.491184871802 0.491184871802
29 175 0.559303892412 10.5428076089 -1.16964708528 -9.1929911009019616e-01 -0.734141084971 0.0 0.491184871802 0.491184871802
30 181 0.557635970142 14.8643571414 -1.41253660799 -1.4125366079867978e+00 -0.79009066709 -0.472507807409 0.491184871802 0.491184871802
31 187 0.621593671965 12.4586156761 -1.41253660799 -9.2052550024247037e-01 -0.669752297733 0.0 0.491184871802 0.491184871802
32 193 0.855280662687 15.7975054723 -1.41253660799 -1.0558399947636523e+00 -0.714034252979 -0.679037707554 0.491184871802 0.491184871802
33 199 0.914645389446 11.3795441349 -1.41253660799 -9.0405080834587148e-01 -0.649933351176 -0.898112820783 0.491184871802 0.491184871802
34 205 0.692960216054 12.4167637167 -1.41253660799 -8.8248107814502608e-01 -0.785004941515 -0.685740007393 0.491184871802 0.491184871802
