% # columns="iteration, evaluation, void, void, void, xmean", seed=318474, Sun Nov 27 02:50:23 2016 # scaling_of_variables: 2.1 2.1 2.1 2.1 2.1 2.1 2.1 2.1, typical_x: 0
0 0 0 0 0 0.952380952381 0.952380952381 0.714285714286 0.47619047619 1.19047619048 0.0 0.952380952381 -0.47619047619
1 11 0 0.0 nan 0.757991330203 0.159411323944 1.25638207949 -0.0963580063251 0.462954377381 0.916310687765 0.424414852695 -0.337446292517
2 21 0 0.0 nan 0.143777841159 0.0436021218106 0.800716576196 0.30214259826 0.643755352489 0.85694719018 -0.319318032944 -0.72779349741
3 31 0 0.0 nan 0.386219080774 0.162014331755 1.50193716978 0.153884331494 0.703443630608 0.981290675399 -0.0401282618308 -1.06228848393
4 41 0 0.0 nan 0.349735943035 0.258019039737 1.30562788887 0.218965409172 0.249232799606 0.94518916797 -0.375302753673 -1.10721594897
5 51 0 0.0 nan 0.00101996631886 0.131581949046 1.18611098192 -0.307471907713 0.559841992125 1.55066723626 -0.0708474116875 -1.12324268934
6 61 0 0.0 nan -0.602225366971 -0.196514689735 1.72758450951 -0.328363397022 0.837249303403 1.93775974132 -0.364981843316 -1.2304869862
7 71 0 0.0 nan -0.378812308785 -0.0986613809639 1.46415748197 0.065331025637 0.66599517274 1.97171359215 -0.276163437327 -1.2570499252
8 81 0 0.0 nan -0.749519691591 -0.523393271847 1.20290936894 -0.597903941348 1.35958890657 1.77130950852 -0.816125718809 -1.15471525778
9 91 0 0.0 nan -0.854943425905 -0.290212903794 1.57188265029 0.108560998281 1.17156553435 1.57712344686 -0.677413127135 -1.49217749624
10 101 0 0.0 nan -1.22719654845 -0.866149272853 1.07246687387 0.560950423126 0.940374546999 1.40003756038 -1.14257819645 -1.10358918092
11 111 0 0.0 nan -1.02179658426 -0.983325523891 0.985646646764 0.533369770846 1.09652676703 1.5979890345 -0.855886298943 -0.448468349472
12 121 0 0.0 nan -0.591270955775 -0.800542825448 0.496615367414 0.762841213419 1.27795023124 1.20478227437 -1.21758659691 -0.341825962281
13 131 0 0.0 nan -0.536177025 -0.630554633825 1.0660927857 1.32647361505 1.19247722917 1.08407425959 -0.84578554957 -0.569049383014
14 141 0 0.0 nan -1.11267888738 -0.971409799267 1.07160343943 1.01033473164 1.51120069467 1.51660250871 -1.23754378824 -1.05415802476
15 151 0 0.0 nan -0.818338454676 -0.721957040905 1.39401264995 0.597031913492 1.36467973104 1.51048717546 -1.17462401933 -1.01041266468
16 161 0 0.0 nan -0.136251148409 -0.592253547743 1.80697635062 1.02239511474 1.42948516821 1.56726736325 -0.552926300626 -0.876228470142
17 171 0 0.0 nan -0.181246021639 -0.569815301011 1.73813610686 1.11613106953 1.30775625275 1.62114140699 -0.521269998157 -0.944739148563
18 181 0 0.0 nan -0.120732270174 -0.504933127391 1.62110721621 1.06537680255 1.34807847511 1.23455723852 -0.509047716627 -0.473179394408
19 191 0 0.0 nan -0.0269568484727 -0.710150589344 1.84305354396 0.762729412363 1.55901708181 1.60757078216 -0.527894995932 -0.40719605027
20 201 0 0.0 nan 0.192847480654 -0.936836836902 1.3866511532 0.564457865478 1.44163069492 1.68393422124 -0.837809947626 -0.0528667940352
