% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=416095, Sun Nov 27 10:40:47 2016
1 12 0.93441577233 1.0 -0.815986869715 -8.1598686971471446e-01 -0.626230573326 -0.50271626416 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
2 23 0.86640138079 1.07911152752 -1.32438204361 -3.9639950818573877e-01 -1.32438204361 -0.84568634937 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827
3 34 0.794786858324 1.09287161812 -1.32438204361 -3.5617805485911386e-01 -0.12638154289 0.0 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827
4 45 0.761174729137 1.09508019879 -1.32438204361 -1.1298724967857312e+00 -0.504527743577 0.0 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827
5 56 0.771348658486 1.13760077355 -1.32438204361 -9.8876427421927282e-01 -0.902808086672 -0.360721317928 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827
6 67 0.846844971972 1.2067705362 -1.32438204361 -9.0676600735886881e-01 -1.29737039989 -0.414636777195 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827
7 78 0.865680388069 1.2777525679 -1.32438204361 -1.1086278130611182e+00 -0.122124474999 -0.385621738397 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827
8 89 0.859823164213 1.34385158694 -1.32438204361 -8.7513088361935132e-01 -0.3610667543 -0.718242067381 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827
9 100 0.812018126123 1.36804152948 -1.55121118011 -1.5512111801113384e+00 -0.433129659374 -0.537231356435 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827
10 111 0.733850072686 1.36414580474 -1.55121118011 -1.1199445194844289e+00 -0.44066960681 -0.251774160053 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827
11 122 0.694886537722 1.37399185871 -1.8553446154 -1.8553446153963615e+00 -0.931073485914 -0.606022931195 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827
12 133 0.656850701378 1.38317731872 -1.8553446154 -1.3257331964028949e+00 -1.03116935624 -1.00928009706 1.17133133827 1.17197284268 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827
13 144 0.595934303468 1.38418673096 -1.8553446154 -1.2114907750302419e+00 -0.838362555641 -0.554667606776 1.17133133827 1.17197284268 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827
14 155 0.557389623578 1.38649865695 -1.8553446154 -1.4144916084015822e+00 -1.08359692733 -0.656170511715 1.17133133827 1.17197284268 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827
15 166 0.528841638644 1.38115114352 -1.8553446154 -1.2045805573498336e+00 -0.672081156004 -1.25031885922 1.17133133827 1.17197284268 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827
16 177 0.516020742631 1.36889520552 -1.8553446154 -1.8384186797604003e+00 -0.693132845689 -1.10274422834 1.17133133827 1.17481045904 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827
17 188 0.464346900536 1.37665455388 -1.8553446154 -1.3668237257384654e+00 -0.78840013296 -0.98489077893 1.17133133827 1.18074707651 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827
18 199 0.463918130084 1.37774745744 -1.8553446154 -1.4243505803174024e+00 -0.939273321614 -1.12905273013 1.17133133827 1.19012970709 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827
19 210 0.484266795194 1.38496907032 -1.8553446154 -1.4167965367899120e+00 -0.814209352793 -0.970353880241 1.17133133827 1.20008748134 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827 1.17133133827
