% # columns="iteration, evaluation, void, void, void, xmean", seed=416095, Sun Nov 27 10:40:47 2016 # scaling_of_variables: 0.585 0.27 0.285 2.7 1350.0 1350.0 2700.0 1.497 29.7 1.497 29.7 1.2, typical_x: 0
0 0 0 0 0 0.854700854701 1.11111111111 1.05263157895 1.48148148148 1.11111111111 1.11111111111 1.11111111111 0.0534402137609 0.841750841751 0.0534402137609 0.841750841751 2.16666666667
1 12 0 0.0 nan 1.53470481416 0.366132905106 1.36208127391 0.646235154401 1.29010387191 1.49053745306 1.8252897299 -0.565410784222 0.36185173234 -0.375034951627 0.730674072184 2.2013582341
2 23 0 0.0 nan 1.45558560653 -0.0485067296409 1.23589946652 1.22039536981 2.19702779526 1.76497772097 1.48094833044 -0.473744029284 0.926993055245 0.155381213421 0.793639399939 2.22919949261
3 34 0 0.0 nan 1.32838154665 0.134428006786 1.674434616 0.844172734064 1.75375637391 2.20007107254 0.904383769985 -0.133342027823 0.868996117508 0.432262744225 0.625589131527 1.82672824747
4 45 0 0.0 nan 1.1149918578 -0.405069816625 1.68438841948 0.781755787958 1.6767235719 2.59648658607 1.06461340281 -0.356973030449 1.40179678587 0.243364332053 0.483918787245 2.76987911476
5 56 0 0.0 nan 1.20877412794 -0.990569974413 1.23671128479 0.680432896266 2.06303145835 2.50379293328 1.01579730257 -0.102447447624 1.41104335565 0.403435099387 1.33422977791 3.54620752545
6 67 0 0.0 nan 1.4836722293 -1.32349143778 0.758976062548 0.820023051369 1.85906727406 1.99337230201 0.71727013953 0.388251057077 0.952316124592 0.625823544177 2.66329428503 3.96998618366
7 78 0 0.0 nan 2.01894160039 -1.85168607524 0.785691246934 0.697839713688 1.95886599371 2.01547063922 0.662510391348 -0.151021482256 0.804362623179 0.953237543746 2.33985434156 3.9328036793
8 89 0 0.0 nan 1.9638679288 -2.41380421597 1.12455407681 1.03636257158 1.70211073883 2.50026474605 1.53980297134 -0.237820477593 0.992788985512 1.321127797 1.18225103988 3.57597880902
9 100 0 0.0 nan 1.41688481764 -1.15331814125 0.572612619278 0.434870500825 2.54459934567 2.39946912525 1.85273063587 0.39471642334 1.24927686033 1.2070582156 1.60071321186 3.3275782683
10 111 0 0.0 nan 1.8193364766 -1.37338539502 0.939514623148 0.699768850037 2.49034357597 2.80355799733 1.60597458699 0.309505132801 0.851421858225 1.43401390825 1.41473507987 3.61129233426
11 122 0 0.0 nan 1.36649745229 -2.00913478776 0.729869380773 0.383931994558 2.18589642304 2.56850943634 1.46971082339 0.547663996516 1.10408582231 1.99881924171 1.08410810249 3.62534423936
12 133 0 0.0 nan 1.39599437066 -1.52591961982 0.185473381424 0.471802802632 2.0499578711 2.38673930998 1.84275385896 0.119220781179 1.00331030848 1.86189035997 1.07988684413 4.21839884831
13 144 0 0.0 nan 1.66777221269 -1.52688340098 0.237694049613 0.504444810891 2.03621916614 2.5517274921 1.7172891009 -0.11571861923 1.11062154075 1.71483601884 0.758296867824 4.14531614224
14 155 0 0.0 nan 2.13639265512 -1.40678435568 0.40967485071 0.293037836205 1.77123804149 2.40620025341 1.84170912842 0.0888892867494 1.35150799212 1.911343292 0.451652043376 3.8153932826
15 166 0 0.0 nan 1.74505639365 -1.60949662849 0.229025404917 0.563219919945 1.53715517434 2.67981153341 2.1936527403 0.400189787642 1.59763015596 1.6509936236 0.756612094315 3.59419415153
16 177 0 0.0 nan 1.69809879914 -1.89033246527 0.299983697777 0.321259984423 1.22917996209 2.77274808952 2.40772703776 0.21307685703 1.26650166081 1.82112117049 0.924962492712 3.28662719732
17 188 0 0.0 nan 1.74242588668 -2.02070181505 0.378837492331 0.305512839822 1.34889585679 2.83115849508 2.18311280347 0.226795650682 1.01932651567 1.60721003325 0.833979184115 3.53897022225
18 199 0 0.0 nan 1.12486993189 -2.06942498285 -0.0995386779987 0.388002187045 1.31787590096 2.62948365125 2.5858860644 0.131442644317 0.874018717833 1.65892885978 0.582895287677 3.41314854961
19 210 0 0.0 nan 0.776515697555 -2.20814627235 -0.255086014164 0.269031404511 1.11798943627 3.25758408284 2.77104086065 0.0631935001691 0.813360640797 1.59778369842 0.690352010648 3.5013365516
